20001,94242470,0,3312453,0.03514819804701638,1570.6293351999066
30007,141169029,0,4962006,0.03514939526856135,1568.1788693749238
40008,187819257,0,6610721,0.0351972481714162,1564.8475054989003
50009,234437917,0,8259480,0.035230990386252235,1562.6381784612104
60012,281021918,0,9908557,0.03525901847983259,1560.9207158568286
70013,328071688,0,11557295,0.03522795603136593,1561.956055780117
80014,375130893,0,13206070,0.03520389881619267,1562.7719024170772
90015,422024282,0,14854845,0.035199029140223735,1562.7924345942345
100016,468904087,0,16503621,0.035196155157419216,1562.7636011571483
110019,515828821,0,18152715,0.035191354691675905,1562.8476990338033
120025,562741330,0,19802288,0.03518897039248921,1562.8447712282166
130027,609690031,0,21451224,0.035183819497288125,1562.9831522171037
140027,656317655,0,23099767,0.035196016477722206,1562.3597758527521
