20011,111245485,0,296688,0.0026669666638605605,1853.0722935718688
30052,166173044,0,445613,0.002681620251236416,1843.1723568037623
40054,220701476,0,593938,0.0026911374167701532,1836.699422446364
50056,275359646,0,742326,0.0026958416412258173,1833.677301422407
60061,329912180,0,890692,0.002699785136759728,1830.9839441012748
70066,384735459,0,1039099,0.002700814223624758,1830.347872006394
80067,438768407,0,1187444,0.0027063115325894464,1826.6719164366511
90074,493142404,0,1335858,0.002708868653688114,1824.9528424776665
100075,547832913,0,1484255,0.0027093206062995343,1824.7411574652342
110077,602297276,0,1632550,0.0027105385746423335,1823.8665540182476
120079,657031503,0,1780910,0.0027105397410449586,1823.8867856438956
130080,711917170,0,1929195,0.0027098587887689238,1824.3059937474375
140081,766510657,0,2077567,0.0027104215460372915,1823.9700815956483
