20005,94872509,0,9465710,0.09977294897935081,1580.8132800133299
30006,142050088,0,14114762,0.09936468325172737,1578.0187073696372
40012,189390288,0,18766112,0.09908698169359138,1577.779066280116
50013,236798757,0,23415172,0.09888215756132537,1578.2480355107673
60017,283988283,0,28065520,0.09882633080323247,1577.2658024670789
70021,331238878,0,32715930,0.09876838793059793,1576.8549720798046
80022,378435737,0,37364807,0.09873487978752915,1576.382065765248
90022,425146929,0,42013493,0.09882111367667906,1574.233442936171
100022,472408542,0,46661977,0.09877462588303494,1574.3487866002813
110022,519675956,0,51310576,0.09873571291414529,1574.4607411850964
120024,566879298,0,55960086,0.09871605154295121,1574.3498550289942
130025,614187642,0,60609099,0.09868172990690034,1574.537312055374
140026,661283048,0,65258120,0.09868409631453308,1574.191100224244
