20010,90055661,0,127533829,1.4161667082761182,450.0532783608196
30011,135193833,0,188689205,1.395693877545435,450.48093698977044
40017,180350434,0,249874287,1.385493128339242,450.6845440687707
50027,224388786,0,311084440,1.3863635770104838,448.5353629040318
60028,268292025,0,372238756,1.387438765650973,446.9448007596455
70029,312281257,0,433392391,1.3878270990820305,445.9313384455012
80030,356261271,0,494547053,1.3881583356277871,445.15965512932655
90031,401180045,0,555700106,1.385163875735644,445.6021203807577
100032,446080979,0,616853051,1.3828275134770989,445.93827875079967
110032,491107844,0,678007171,1.3805667722138846,446.3318343754545
120033,535982764,0,739161985,1.3790779007214493,446.52950771871076
130034,580169626,0,800316569,1.3794527206083003,446.1676384637864
140035,624087591,0,861470416,1.380367801608797,445.66543435569673
