20008,89994693,0,64453916,0.7161968539633776,224.8967737904838
30009,134654228,0,95604749,0.7100018352190174,224.3564064114099
40009,179315070,0,126756447,0.7068923264508666,224.09341773101056
50010,223923136,0,157907219,0.7051849211329373,223.87836032793444
60013,268498256,0,189064418,0.7041551063184559,223.70007831636477
70013,311977396,0,220214816,0.7058678571700111,222.79962007055832
80014,355437730,0,251366483,0.707202589325562,222.10971205039112
90018,398894337,0,282525145,0.7082706340852365,221.5636528249905
100018,443362543,0,313676303,0.7074939188085629,221.64137605231062
110019,487905561,0,344826871,0.7067492124772072,221.73695498050333
120020,532401231,0,375976998,0.70619107565512,221.79688010331614
130020,576782581,0,407128462,0.7058612298834316,221.80533071835103
140021,621377981,0,438278711,0.7053335077864628,221.88742438634208
