20001,92341259,0,20816903,0.22543447236299866,461.68321583920806
30005,138176507,0,30969557,0.22413040879662705,460.5116047325446
40006,184131659,0,41119205,0.22331415044709937,460.26010848372744
50007,230023072,0,51268850,0.22288568513683707,459.9817465554823
60008,275862943,0,61418526,0.2226414513383916,459.7102769630716
70010,321873697,0,71569157,0.22235167914326345,459.75388801599763
80011,367655551,0,81718813,0.22227003720664618,459.50625663971203
90016,413492585,0,91872497,0.2221865647240083,459.3545425257732
100017,459234594,0,102022105,0.2221568373396539,459.1565373886439
110022,505207558,0,112175797,0.22203903172802494,459.18776062969226
120025,551070873,0,122327503,0.22198143468199596,459.13007623411784
130030,596645216,0,132480309,0.2220420200268563,458.85196954548957
140030,641770263,0,142629765,0.22224427216877762,458.30912233092914
